id,full_name,first_name,last_name,is_active
1627783,Pascal Siakam,Pascal,Siakam,True
1627732,Ben Simmons,Ben,Simmons,True
1629014,Anfernee Simons,Anfernee,Simons,True
1630579,Jericho Sims,Jericho,Sims,True
1641771,Jalen Slawson,Jalen,Slawson,True
1630606,Javonte Smart,Javonte,Smart,True
203935,Marcus Smart,Marcus,Smart,True
1630696,Dru Smith,Dru,Smith,True
202397,Ish Smith,Ish,Smith,True
1630188,Jalen Smith,Jalen,Smith,True
1631173,Terquavion Smith,Terquavion,Smith,True
1628372,Dennis Smith Jr.,Dennis,Smith Jr.,True
1631095,Jabari Smith Jr.,Jabari,Smith Jr.,True
1641733,Nick Smith Jr.,Nick,Smith Jr.,True
1631110,Jeremy Sochan,Jeremy,Sochan,True
1630531,Jaden Springer,Jaden,Springer,True
1630205,Lamar Stevens,Lamar,Stevens,True
1630191,Isaiah Stewart,Isaiah,Stewart,True
1631124,Julian Strawther,Julian,Strawther,True
1629622,Max Strus,Max,Strus,True
1630591,Jalen Suggs,Jalen,Suggs,True
1631306,Cole Swider,Cole,Swider,True
1630256,Jae'Sean Tate,Jae'Sean,Tate,True
1628369,Jayson Tatum,Jayson,Tatum,True
1630678,Terry Taylor,Terry,Taylor,True
202066,Garrett Temple,Garrett,Temple,True
1631207,Dalen Terry,Dalen,Terry,True
1628464,Daniel Theis,Daniel,Theis,True
1630560,Cam Thomas,Cam,Thomas,True
1641708,Amen Thompson,Amen,Thompson,True
1641709,Ausar Thompson,Ausar,Thompson,True
202691,Klay Thompson,Klay,Thompson,True
202684,Tristan Thompson,Tristan,Thompson,True
1630550,JT Thor,JT,Thor,True
1629680,Matisse Thybulle,Matisse,Thybulle,True
1630214,Xavier Tillman,Xavier,Tillman,True
1631210,Jacob Toppin,Jacob,Toppin,True
1630167,Obi Toppin,Obi,Toppin,True
1626157,Karl-Anthony Towns,Karl-Anthony,Towns,True
1629018,Gary Trent Jr.,Gary,Trent Jr.,True
1631131,Oscar Tshiebwe,Oscar,Tshiebwe,True
200782,P.J. Tucker,P.J.,Tucker,True
1626167,Myles Turner,Myles,Turner,True
1641816,Hunter Tyson,Hunter,Tyson,True
1630649,Stanley Umude,Stanley,Umude,True
202685,Jonas Valanciunas,Jonas,Valanciunas,True
1627832,Fred VanVleet,Fred,VanVleet,True
1629020,Jarred Vanderbilt,Jarred,Vanderbilt,True
1630170,Devin Vassell,Devin,Vassell,True
1628426,Sasha Vezenkov,Sasha,Vezenkov,True
1629216,Gabe Vincent,Gabe,Vincent,True
202696,Nikola Vucevic,Nikola,Vucevic,True
1629731,Dean Wade,Dean,Wade,True
1630532,Franz Wagner,Franz,Wagner,True
1629021,Moritz Wagner,Moritz,Wagner,True
1630688,Ish Wainright,Ish,Wainright,True
1631133,Jabari Walker,Jabari,Walker,True
1641716,Jarace Walker,Jarace,Walker,True
1629022,Lonnie Walker IV,Lonnie,Walker IV,True
1641717,Cason Wallace,Cason,Wallace,True
1641775,Jordan Walsh,Jordan,Walsh,True
1629023,P.J. Washington,P.J.,Washington,True
1630613,Duane Washington Jr.,Duane,Washington Jr.,True
1631102,TyTy Washington Jr.,TyTy,Washington Jr.,True
1629139,Yuta Watanabe,Yuta,Watanabe,True
1630322,Lindy Waters III,Lindy,Waters III,True
1630570,Trendon Watford,Trendon,Watford,True
1631212,Peyton Watson,Peyton,Watson,True
1641705,Victor Wembanyama,Victor,Wembanyama,True
1631104,Blake Wesley,Blake,Wesley,True
201566,Russell Westbrook,Russell,Westbrook,True
1629632,Coby White,Coby,White,True
1628401,Derrick White,Derrick,White,True
1641727,Dariq Whitehead,Dariq,Whitehead,True
1641715,Cam Whitmore,Cam,Whitmore,True
1630598,Aaron Wiggins,Aaron,Wiggins,True
203952,Andrew Wiggins,Andrew,Wiggins,True
1629623,Lindell Wigginton,Lindell,Wigginton,True
1629684,Grant Williams,Grant,Williams,True
1631114,Jalen Williams,Jalen,Williams,True
1631119,Jaylin Williams,Jaylin,Williams,True
1629026,Kenrich Williams,Kenrich,Williams,True
1631109,Mark Williams,Mark,Williams,True
1631466,Nate Williams,Nate,Williams,True
1630172,Patrick Williams,Patrick,Williams,True
1630533,Ziaire Williams,Ziaire,Williams,True
1629057,Robert Williams III,Robert,Williams III,True
1631246,Vince Williams Jr.,Vince,Williams Jr.,True
1629627,Zion Williamson,Zion,Williamson,True
1630592,Jalen Wilson,Jalen,Wilson,True
1629685,Dylan Windler,Dylan,Windler,True
1630164,James Wiseman,James,Wiseman,True
1631209,Isaiah Wong,Isaiah,Wong,True
1626174,Christian Wood,Christian,Wood,True
1626153,Delon Wright,Delon,Wright,True
201152,Thaddeus Young,Thaddeus,Young,True
1629027,Trae Young,Trae,Young,True
1630209,Omer Yurtseven,Omer,Yurtseven,True
203469,Cody Zeller,Cody,Zeller,True
1627826,Ivica Zubac,Ivica,Zubac,True
